bib,isbn,bookType,title,publishDate,publishOrder,firstCheckOut,lastCheckOut,adoption,publishDay,fcheckoutDay,ageFull,ageCheckouts,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,totalCheckout,deweyNumber,deweyCategory
2762837,980013143,acbk,World vegan fea,8/8/11,1256,3/23/12,1/11/15,228,219,82,1881,1378,0,0,0,0,0,0,62,38,23,15,138,641, Food & drink
2744448,1118027736,acbk,era of uncertai,8/9/11,1257,12/2/11,11/8/14,115,220,335,1880,1490,0,0,0,0,0,2,18,3,1,0,24,332, Financial economics
2719736,785157557,acbk,Essential Peter,8/10/11,1258,10/14/11,1/15/15,65,221,286,1879,1539,0,0,0,0,0,16,46,26,10,9,107,741,Drawing & drawings
2749363,1594161313,acbk,first scientist,8/10/11,1259,1/14/12,5/14/13,157,221,13,1879,1447,0,0,0,0,0,0,8,2,0,1,11,509," History, geographic treatment, biography"
2743499,830839372,acbk,Early Christian,8/11/11,1260,11/28/11,10/10/14,109,222,331,1878,1494,0,0,0,0,0,1,8,2,6,3,20,230,Christianity
2746643,1936488302,acbk,everlasting hat,8/11/11,1261,12/9/11,11/5/14,120,222,342,1878,1483,0,0,0,0,0,3,12,1,3,2,21,956, Middle East (Near East)
2745113,019978244X,acbk,fall of the fac,8/12/11,1262,2/1/12,9/14/14,173,223,31,1877,1429,0,0,0,0,0,0,5,5,4,9,23,378, Higher education (Tertiary education)
2744473,393340058,acbk,road to somewhe,8/15/11,1263,12/1/11,8/18/14,108,226,334,1874,1491,0,0,0,0,0,8,32,4,5,1,50,973, United States
2732642,1432825046,acbk,No rest for the,8/17/11,1264,9/29/11,12/23/13,43,228,271,1872,1554,0,0,0,0,0,21,28,4,0,0,53,323, Civil & political rights
2743836,1934031364,acbk,Mercy the last,8/17/11,1265,1/2/12,7/20/12,138,228,1,1872,1459,0,0,0,0,0,0,4,0,0,0,4,510,Mathematics
2713948,448456044,jcbk,spooky scavenge,8/18/11,1266,9/15/11,5/27/14,28,229,257,1871,1568,0,0,0,0,0,22,33,17,9,0,81,618," Gynecology, obstetrics, pediatrics, geriatrics"
2767250,1935708414,acbk,All the roads t,8/18/11,1267,3/3/12,9/28/14,198,229,62,1871,1398,0,0,0,0,0,0,2,3,3,2,10,791,Public performances
2743802,99531879,acbk,Death of an uns,8/22/11,1268,11/23/11,6/11/14,93,233,326,1867,1499,0,0,0,0,0,5,17,0,1,0,23,510,Mathematics
2715149,1439197687,acbk,Yossarian slept,8/23/11,1269,9/9/11,10/26/14,17,234,251,1866,1574,0,0,0,0,0,28,22,9,3,2,64,796,Athletic & outdoor sports & games
2745216,1568462190,jcbk,rumor,8/24/11,1270,12/17/11,1/20/15,115,235,350,1865,1475,0,0,0,0,0,6,53,25,12,12,108,910,Geography & travel
2732396,019976641X,acbk,Radioactivity a,8/25/11,1271,8/27/11,11/5/14,2,236,238,1864,1587,0,0,0,0,0,16,7,8,7,5,43,539, Modern physics
2732435,262016419,acbk,Urban code 100,8/26/11,1272,10/15/11,12/27/14,50,237,287,1863,1538,0,0,0,0,0,9,22,18,12,8,69,307, Communities
2731958,310726115,jcbk,Be the change y,8/27/11,1273,10/28/11,8/7/14,62,238,300,1862,1525,0,0,0,0,0,2,11,4,2,0,19,261,Social theology and interreligious relations and attitudes
2747688,764338455,acbk,mola traditiona,8/28/11,1274,12/29/11,1/10/15,123,239,362,1861,1463,0,0,0,0,0,1,15,8,10,6,40,746, Textile arts
2720718,1606994719,acbk,complete Peanut,8/29/11,1275,10/1/11,1/9/15,33,240,273,1860,1552,0,0,0,0,0,19,43,32,34,39,167,741,Drawing & drawings
2743537,300174357,acbk,life and death,8/30/11,1276,12/2/11,1/13/15,94,241,335,1859,1490,0,0,0,0,0,1,13,6,1,7,28,778,Specific fields & special kinds of photography
2743503,1608680541,acbk,Ethical intelli,8/31/11,1277,11/19/11,8/27/14,80,242,322,1858,1503,0,0,0,0,0,6,14,9,6,2,37,170,Ethics (Moral philosophy)
2795364,780811569,acbk,Diet informatio,8/31/11,1278,5/5/12,12/7/14,248,242,125,1858,1335,0,0,0,0,0,0,11,10,5,5,31,613,Personal health & safety
2716978,1604139439,acbk,water cycle,9/1/11,1279,11/22/11,1/16/15,82,243,325,1857,1500,0,0,0,0,0,2,11,11,14,7,45,551," Geology, hydrology, meteorology"
2743484,1609003551,acbk,best of Kooler,9/1/11,1280,11/19/11,1/15/15,79,243,322,1857,1503,0,0,0,0,0,4,16,10,6,5,41,746, Textile arts
2792447,761449361,jcbk,Kickboxing,9/1/11,1281,5/29/12,11/17/14,271,243,149,1857,1311,0,0,0,0,0,0,1,9,7,5,22,796,Athletic & outdoor sports & games
2721658,1413316204,acbk,criminal law ha,9/3/11,1282,10/8/11,12/16/14,35,245,280,1855,1545,0,0,0,0,0,9,20,15,10,3,57,345, Criminal law
2746549,310725364,jcbk,Step into the B,9/3/11,1283,12/30/11,12/16/14,118,245,363,1855,1462,0,0,0,0,0,1,13,11,9,4,38,220,Bible
2734488,8493781452,jcbk,Circo de pulgas,9/4/11,1284,9/14/11,11/17/14,10,246,256,1854,1569,0,0,0,0,0,11,16,14,8,5,54,363,Other social problems & services
2749817,813036976,acbk,Vaganova today,9/4/11,1285,1/6/12,4/2/14,124,246,5,1854,1455,0,0,0,0,0,0,4,2,1,1,8,792,Stage presentations
2744808,1400317169,jcbk,100 read sing d,9/5/11,1286,1/6/12,10/22/14,123,247,5,1853,1455,0,0,0,0,0,0,20,8,5,4,37,242,Devotional literature
2713963,786958596,acbk,shard axe,9/6/11,1287,9/22/11,1/28/14,16,248,264,1852,1561,0,0,0,0,0,4,3,6,1,2,16,618," Gynecology, obstetrics, pediatrics, geriatrics"
2743525,1402779097,acbk,I can make you,9/6/11,1288,11/19/11,1/17/15,74,248,322,1852,1503,0,0,0,0,0,13,43,42,30,22,150,158, Applied psychology
2721618,1413312675,acbk,complete guide,9/7/11,1289,11/15/11,9/11/14,69,249,318,1851,1507,0,0,0,0,0,4,6,5,10,3,28,346, Private law
2750510,1421402718,acbk,Controversial b,9/7/11,1290,1/9/12,1/30/14,124,249,8,1851,1452,0,0,0,0,0,0,6,11,1,1,19,611," Human anatomy, cytology, histology"
2718525,1592406556,acbk,Jagger rebel ro,9/8/11,1291,10/1/11,11/25/14,23,250,273,1850,1552,0,0,0,0,0,29,30,9,11,10,89,782, Vocal music
2794221,240812255,acbk,Light science m,9/8/11,1292,4/16/12,12/20/14,221,250,106,1850,1354,0,0,0,0,0,0,38,36,28,14,116,778,Specific fields & special kinds of photography
2743528,262016451,acbk,Infectious beha,9/9/11,1293,12/2/11,5/12/14,84,251,335,1849,1490,0,0,0,0,0,4,7,7,3,3,24,616, Diseases
2797137,195308891,acbk,Renaissance and,9/9/11,1294,6/17/12,1/10/15,282,251,168,1849,1292,0,0,0,0,0,0,3,10,5,5,23,940,History of Europe
2739710,310727561,jcbk,Gift of peace t,9/10/11,1295,1/8/12,4/27/14,120,252,7,1848,1453,0,0,0,0,0,0,2,5,2,3,12,595,Arthropoda
2744289,480531138X,acbk,Kokoro hints an,9/10/11,1296,12/15/11,11/16/14,96,252,348,1848,1477,0,0,0,0,0,2,6,7,6,3,24,952, Japan
2733485,1616083387,acbk,Airplane flying,9/11/11,1297,9/29/11,9/11/14,18,253,271,1847,1554,0,0,0,0,0,3,9,6,2,1,21,629,Other branches of engineering
2743838,310327350,acbk,Naomis gift an,9/11/11,1298,11/26/11,12/16/14,76,253,329,1847,1496,0,0,0,0,0,10,12,7,3,3,35,510,Mathematics
2744581,674062205,acbk,Dropping out wh,9/12/11,1299,12/17/11,9/23/14,96,254,350,1846,1475,0,0,0,0,0,1,12,2,3,1,19,373, Secondary education
2743515,765327856,acbk,haunting of twe,9/13/11,1300,11/17/11,7/17/14,65,255,320,1845,1505,0,0,0,0,0,7,17,7,4,2,37,973, United States
2818746,9622178235,acbk,Uzbekistan the,9/13/11,1301,7/23/12,5/13/14,314,255,204,1845,1256,0,0,0,0,0,0,7,10,3,0,20,915,Geography of & travel in Asia
2758807,1616084065,acbk,Foraging,9/14/11,1302,2/7/12,1/11/15,146,256,37,1844,1423,0,0,0,0,0,0,72,49,30,29,180,641, Food & drink
2743493,300167016,acbk,Conversions two,9/15/11,1303,12/23/11,4/26/13,99,257,356,1843,1469,0,0,0,0,0,1,2,1,0,1,5,248," Christian experience, practice, life"
2771484,1587658232,acbk,Sherman Alexie,9/15/11,1304,3/30/12,1/8/15,197,257,89,1843,1371,0,0,0,0,0,0,18,32,11,11,72,818,American miscellaneous writings in English
2731067,1566637112,acbk,One hundred per,9/16/11,1305,10/15/11,12/14/14,29,258,287,1842,1538,0,0,0,0,0,6,8,5,5,1,25,322,Relation of state to organized groups & their members
2722849,1432825097,acbk,Senior moments,9/17/11,1306,9/28/11,9/26/14,11,259,270,1841,1555,0,0,0,0,0,24,35,14,3,0,76,4, Computer science
2733467,822961644,acbk,world falls awa,9/18/11,1307,12/30/12,8/30/14,469,260,364,1840,1096,0,0,0,0,0,0,1,1,3,1,6,811,American poetry in English
2743547,756686822,acbk,Mountaineers gr,9/19/11,1308,11/16/11,6/23/14,58,261,319,1839,1506,0,0,0,0,0,10,23,17,4,5,59,796,Athletic & outdoor sports & games
2714898,307265587,acbk,Ghosts by dayli,9/20/11,1309,10/10/11,10/8/13,20,262,282,1838,1543,0,0,0,0,0,14,16,4,0,6,40,70,"Documentary media, educational media, news media; journalism; publishing"
2743483,1590309332,acbk,best Buddhist w,9/20/11,1310,11/12/11,1/18/15,53,262,315,1838,1510,0,0,0,0,0,11,44,23,21,10,109,294, Religions of Indic origin
2744150,1607064073,acbk,Morning glories,9/21/11,1311,11/5/11,1/18/15,45,263,308,1837,1517,0,0,0,0,0,16,51,59,29,26,181,741,Drawing & drawings
2731097,393068803,acbk,Reprobates the,9/22/11,1312,10/16/11,9/28/13,24,264,288,1836,1537,0,0,0,0,0,4,2,2,0,3,11,942, England & Wales
2851750,1420506749,acbk,Ancient Egyptia,9/23/11,1313,12/3/12,11/13/14,437,265,337,1835,1123,0,0,0,0,0,0,2,9,9,4,24,709," History, geographic treatment, biography"
2771380,1590213904,acbk,A e 4ever a gra,9/25/11,1314,2/23/12,1/11/15,151,267,53,1833,1407,0,0,0,0,0,0,54,26,24,20,124,741,Drawing & drawings
2721624,1413316239,acbk,Dealing with pr,9/26/11,1315,11/26/11,11/10/14,61,268,329,1832,1496,0,0,0,0,0,2,5,2,1,0,10,658,General management
2744300,303460744X,acbk,Small houses co,9/26/11,1316,1/24/12,1/14/15,120,268,23,1832,1437,0,0,0,0,0,0,27,19,17,13,76,728, Residential & related buildings
2774554,736083553,acbk,Alpine skiing,9/26/11,1317,3/30/12,11/22/14,186,268,89,1832,1371,0,0,0,0,0,0,10,13,10,2,35,796,Athletic & outdoor sports & games
2743565,300174780,acbk,Science and rel,9/27/11,1318,11/21/11,11/20/14,55,269,324,1831,1501,0,0,0,0,0,2,9,2,6,7,26,261,Social theology and interreligious relations and attitudes
2745121,1616890282,acbk,houses of Willi,9/28/11,1319,12/5/11,12/7/14,68,270,338,1830,1487,0,0,0,0,0,4,18,14,5,15,56,720,Architecture
2720090,159420313X,acbk,America the vul,9/29/11,1320,10/8/11,1/12/15,9,271,280,1829,1545,0,0,0,0,0,9,20,1,7,2,39,364, Criminology
2731644,1421402807,acbk,36 hour day a f,9/30/11,1321,11/14/11,12/27/14,45,272,317,1828,1508,0,0,0,0,0,16,62,71,58,45,252,616, Diseases
2743506,674050045,acbk,Florence and Ba,9/30/11,1322,11/21/11,8/5/14,52,272,324,1828,1501,0,0,0,0,0,3,10,5,2,0,20,701, Philosophy & theory of fine & decorative arts
2796328,1608952320,acbk,Lighting essent,10/1/11,1323,4/29/12,1/16/15,211,273,119,1827,1341,0,0,0,0,0,0,12,9,9,5,35,778,Specific fields & special kinds of photography
2721631,1413316263,acbk,foreclosure sur,10/2/11,1324,10/14/11,12/30/14,12,274,286,1826,1539,0,0,0,0,0,6,17,11,8,0,42,346, Private law
2749810,760339414,acbk,space shuttle c,10/2/11,1325,1/13/12,12/22/14,103,274,12,1826,1448,0,0,0,0,0,0,25,8,8,4,45,629,Other branches of engineering
2714717,1608860582,acbk,Dracula the com,10/4/11,1326,10/21/11,12/19/14,17,276,293,1824,1532,0,0,0,0,0,24,33,20,13,11,101,741,Drawing & drawings
2774570,762771496,acbk,Climb tales of,10/4/11,1327,3/31/12,12/9/14,179,276,90,1824,1370,0,0,0,0,0,0,20,10,9,7,46,796,Athletic & outdoor sports & games
2728900,316196711,acbk,Black light a n,10/5/11,1328,10/13/11,10/9/13,8,277,285,1823,1540,0,0,0,0,0,13,12,3,0,0,28,917,Geography of & travel in North America
2743492,144116586X,acbk,Conversations w,10/6/11,1329,11/19/11,11/1/14,44,278,322,1822,1503,0,0,0,0,0,3,10,1,3,3,20,791,Public performances
2743563,810877864,acbk,Representing bl,10/7/11,1330,12/12/11,2/17/13,66,279,345,1821,1480,0,0,0,0,0,2,3,1,0,0,6,780,Music
2732282,738727008,acbk,Damage,10/8/11,1331,10/12/11,10/13/14,4,280,284,1820,1541,0,0,0,0,0,7,20,14,5,0,46,364, Criminology
2743678,738726990,acbk,Mercy Lily,10/8/11,1332,12/6/11,7/29/13,59,280,339,1820,1486,0,0,0,0,0,3,15,2,0,0,20,745,Decorative arts
2771588,321774671,acbk,Final Cut Pro X,10/8/11,1333,3/18/12,11/15/14,162,280,77,1820,1383,0,0,0,0,0,0,17,16,8,1,42,778,Specific fields & special kinds of photography
2745091,813036771,acbk,architecture of,10/9/11,1334,12/6/11,5/5/14,58,281,339,1819,1486,0,0,0,0,0,2,5,1,1,0,9,720,Architecture
2731707,892968192,acbk,Folks this aint,10/10/11,1335,10/26/11,12/22/14,16,282,298,1818,1527,0,0,0,0,0,21,90,67,31,16,225,635,Garden crops (Horticulture)
2743522,312541260,acbk,How to sell you,10/11/11,1336,11/20/11,1/14/15,40,283,323,1817,1502,0,0,0,0,0,26,136,104,66,36,368,745,Decorative arts
2733142,1432825186,acbk,Bullets in the,10/12/11,1337,10/30/11,8/11/14,18,284,302,1816,1523,0,0,0,0,0,6,8,5,2,0,21,650,Management & auxiliary services
2749372,1598531085,acbk,Into the blue A,10/13/11,1338,1/9/12,7/27/14,88,285,8,1815,1452,0,0,0,0,0,0,24,4,1,0,29,810,American literature in English
2733258,299284042,acbk,Windy City quee,10/14/11,1339,12/3/11,12/26/14,50,286,336,1814,1489,0,0,0,0,0,2,6,1,2,3,14,810,American literature in English
2760371,1616087498,acbk,business wisdom,10/14/11,1340,2/1/12,2/21/14,110,286,31,1814,1429,0,0,0,0,0,0,25,7,2,2,36,81,General collections in American English
2745111,520268679,acbk,Eating mud crab,10/15/11,1341,12/2/11,11/26/14,48,287,335,1813,1490,0,0,0,0,0,5,18,4,5,3,35,394, General customs
2850148,077877595X,jcbk,Cultural tradit,10/15/11,1342,11/25/12,1/5/15,407,287,329,1813,1131,0,0,0,0,0,0,1,6,8,8,23,394, General customs
2744286,3037680768,acbk,Japanese interi,10/16/11,1343,12/14/11,12/31/14,59,288,347,1812,1478,0,0,0,0,0,2,22,18,12,9,63,729, Design & decoration of structures & accessories
2831317,132915170,acbk,USGBC LEED gree,10/16/11,1344,7/25/12,12/23/14,283,288,206,1812,1254,0,0,0,0,0,0,18,30,17,6,71,720,Architecture
2745137,500342733,acbk,Nano house inno,10/17/11,1345,12/9/11,1/15/15,53,289,342,1811,1483,0,0,0,0,0,10,96,54,37,35,232,728, Residential & related buildings
2774610,762771437,acbk,Wild edible mus,10/18/11,1346,3/25/12,1/12/15,159,290,84,1810,1376,0,0,0,0,0,0,36,36,30,13,115,641, Food & drink
2745117,226359182,acbk,Genentech the b,10/19/11,1347,12/3/11,11/4/14,45,291,336,1809,1489,0,0,0,0,0,3,7,2,2,4,18,338, Production
2749425,1554079020,acbk,Arts crafts of,10/20/11,1348,1/5/12,1/12/15,77,292,4,1808,1456,0,0,0,0,0,0,27,17,14,10,68,704,Special topics in fine & decorative arts
2737744,811878147,jcbk,orphan of Awkwa,10/21/11,1349,12/1/11,12/26/14,41,293,334,1807,1491,0,0,0,0,0,7,32,14,9,2,64,793, Indoor games & amusements
2843467,822350874,acbk,Adi???_????s mu,10/21/11,1350,10/15/12,1/11/15,360,293,288,1807,1172,0,0,0,0,0,0,2,5,1,8,16,972," Mexico, Central America, West Indies, Bermuda"
2748542,1934824577,acbk,Karaoke culture,10/23/11,1351,12/29/11,9/27/14,67,295,362,1805,1463,0,0,0,0,0,2,15,5,4,2,28,891,East Indo-European & Celtic literatures
2742297,199837104,acbk,When blood and,10/25/11,1352,11/13/11,12/8/14,19,297,316,1803,1509,0,0,0,0,0,1,6,3,4,2,16,327, International relations
2731719,1616084715,acbk,Different strok,10/26/11,1353,12/1/11,12/8/14,36,298,334,1802,1491,0,0,0,0,0,2,3,4,4,5,18,616, Diseases
2743816,451234839,acbk,gingerbread bum,10/26/11,1354,11/29/11,12/30/14,34,298,332,1802,1493,0,0,0,0,0,11,36,18,6,1,72,510,Mathematics
2719513,142419818,jcbk,case of the mys,10/27/11,1355,11/20/11,12/27/14,24,299,323,1801,1502,0,0,0,0,0,7,44,26,20,14,111,509," History, geographic treatment, biography"
2743513,199778922,acbk,great aridness,10/28/11,1356,12/17/11,11/20/14,50,300,350,1800,1475,0,0,0,0,0,6,40,23,9,8,86,551," Geology, hydrology, meteorology"
2733197,295991224,acbk,Torture power d,10/31/11,1357,12/15/11,11/15/14,45,303,348,1797,1477,0,0,0,0,0,1,1,2,2,1,7,364, Criminology
2743508,1557256608,acbk,Flunking sainth,11/1/11,1358,11/14/11,1/20/15,13,304,317,1796,1508,0,0,0,0,0,6,15,14,8,9,52,248," Christian experience, practice, life"
2731781,749955899,acbk,Say no to diabe,11/2/11,1359,11/29/11,1/5/15,27,305,332,1795,1493,0,0,0,0,0,8,27,16,11,8,70,616, Diseases
2747033,1410442284,acbk,All the things,11/2/11,1360,12/18/11,4/11/14,46,305,351,1795,1474,0,0,0,0,0,4,9,7,3,1,24,782, Vocal music
2794517,1921272988,jcbk,belt around my,11/2/11,1361,5/29/12,1/15/15,209,305,149,1795,1311,0,0,0,0,0,0,19,12,10,9,50,618," Gynecology, obstetrics, pediatrics, geriatrics"
2795816,1580115233,acbk,Landscaping sol,11/2/11,1362,5/20/12,1/20/15,200,305,140,1795,1320,0,0,0,0,0,0,41,52,34,40,167,712, Landscape architecture (Landscape design)
2749374,822351668,acbk,Iraq perspectiv,11/4/11,1363,1/7/12,8/26/14,64,307,6,1793,1454,0,0,0,0,0,0,13,0,2,0,15,956, Middle East (Near East)
2745461,71762361,acbk,Steampunk gear,11/5/11,1364,11/20/11,1/20/15,15,308,323,1792,1502,0,0,0,0,0,14,57,47,15,18,151,745,Decorative arts
2743834,316129399,acbk,Love and shame,11/7/11,1365,11/19/11,1/17/15,12,310,322,1790,1503,0,0,0,0,0,18,69,33,16,19,155,510,Mathematics
2721542,374208387,acbk,shadow world in,11/8/11,1366,11/23/11,2/10/14,15,311,326,1789,1499,0,0,0,0,0,8,11,6,3,1,29,382, International commerce (Foreign trade)
2830454,231159315,acbk,Second read wri,11/8/11,1367,7/26/12,11/29/14,261,311,207,1789,1253,0,0,0,0,0,0,3,2,3,3,11,818,American miscellaneous writings in English
2729546,785158553,acbk,Amazing Spider,11/9/11,1368,12/10/11,1/6/15,31,312,343,1788,1482,0,0,0,0,0,10,53,25,18,13,119,741,Drawing & drawings
2743844,446568236,acbk,Paper angels a,11/9/11,1369,11/26/11,12/2/14,17,312,329,1788,1496,0,0,0,0,0,9,16,6,4,2,37,510,Mathematics
2800353,1566568773,acbk,Bye bye Babylon,11/9/11,1370,6/7/12,4/13/13,211,312,158,1788,1302,0,0,0,0,0,0,6,4,0,4,14,956, Middle East (Near East)
2726421,1594203121,acbk,George F Kennan,11/10/11,1371,11/29/11,8/30/14,19,313,332,1787,1493,0,0,0,0,0,8,81,9,14,4,116,741,Drawing & drawings
2771811,1439904332,acbk,Saving San Fran,11/11/11,1372,3/29/12,11/25/14,139,314,88,1786,1372,0,0,0,0,0,0,7,0,2,0,9,979,Great Basin & Pacific Slope region of United States
2743498,300176619,acbk,Dubuffet as arc,11/14/11,1373,12/4/11,10/23/13,20,317,337,1783,1488,0,0,0,0,0,1,4,3,0,2,10,709," History, geographic treatment, biography"
2726458,1400068789,acbk,Then again,11/15/11,1374,11/30/11,1/11/15,15,318,333,1782,1492,0,0,0,0,0,57,506,104,79,36,782,782, Vocal music
2743556,193601257X,acbk,poets daughter,11/16/11,1375,12/2/11,5/1/14,16,319,335,1781,1490,0,0,0,0,0,2,11,1,1,0,15,940,History of Europe
2840477,199842965,acbk,Empowerment on,11/17/11,1376,10/13/12,1/8/15,331,320,286,1780,1174,0,0,0,0,0,0,2,4,5,3,14,307, Communities
2743666,081187625X,acbk,Promise the nig,11/18/11,1377,2/21/12,10/14/14,95,321,51,1779,1409,0,0,0,0,0,0,40,32,20,20,112,745,Decorative arts
2770047,1612000681,acbk,Free Frances li,11/19/11,1378,3/8/12,6/2/14,110,322,67,1778,1393,0,0,0,0,0,0,5,1,2,1,9,355, Military science
2744570,691135991,acbk,Beyond our mean,11/20/11,1379,12/10/11,4/21/14,20,323,343,1777,1482,0,0,0,0,0,7,33,8,3,2,53,339, Macroeconomics & related topics
2743585,1606994751,acbk,Everything is a,11/21/11,1380,11/30/11,9/8/14,9,324,333,1776,1492,0,0,0,0,0,10,21,3,4,2,40,781, General principles & musical forms
2743554,046500928X,acbk,Patrick Henry f,11/22/11,1381,12/22/11,10/10/14,30,325,355,1775,1470,0,0,0,0,0,1,3,3,1,0,8,973, United States
2771475,470948523,acbk,porch book,11/22/11,1382,3/11/12,1/16/15,110,325,70,1775,1390,0,0,0,0,0,0,36,19,14,17,86,690,Construction of buildings
2830476,1569759820,acbk,Young me now me,11/22/11,1383,7/26/12,12/5/14,247,325,207,1775,1253,0,0,0,0,0,0,9,5,1,0,15,305, Groups of people
2802684,142050634X,acbk,Islamic Empire,11/25/11,1384,6/25/12,1/14/15,213,328,176,1772,1284,0,0,0,0,0,0,4,11,8,7,30,909, World history
2792761,321811909,acbk,Programming in,11/28/11,1385,3/30/12,1/21/15,123,331,89,1769,1371,0,0,0,0,0,0,20,17,8,5,50,5," Computer programming, programs & data"
2723376,618721940,acbk,Gossip the untr,11/29/11,1386,1/7/12,10/15/14,39,332,6,1768,1454,0,0,0,0,0,0,34,5,4,0,43,302, Social interaction
2744268,1935429205,acbk,full moon 1,11/29/11,1387,12/26/11,1/17/15,27,332,359,1768,1466,0,0,0,0,0,3,43,11,11,5,73,741,Drawing & drawings
2837056,780812182,acbk,Diabetes inform,11/30/11,1388,10/1/12,10/13/14,306,333,274,1767,1186,0,0,0,0,0,0,1,4,3,0,8,616, Diseases
2722927,373534515,acbk,compromising af,12/1/11,1389,12/7/11,9/3/13,6,334,340,1766,1485,0,0,0,0,0,4,11,1,0,2,18,741,Drawing & drawings
2771454,1440310734,acbk,Desire to inspi,12/2/11,1390,3/13/12,1/21/15,102,335,72,1765,1388,0,0,0,0,0,0,30,25,13,18,86,704,Special topics in fine & decorative arts
2740435,310727618,acbk,merchants daugh,12/4/11,1391,2/1/12,1/7/15,59,337,31,1763,1429,0,0,0,0,0,0,21,18,12,12,63,796,Athletic & outdoor sports & games
2743521,312656882,acbk,How to build a,12/6/11,1392,12/30/11,1/14/15,24,339,363,1761,1462,0,0,0,0,0,3,30,11,15,9,68,530,Physics
2743669,142413763,acbk,Illuminated,12/8/11,1393,1/9/12,6/27/13,32,341,8,1759,1452,0,0,0,0,0,0,18,2,0,0,20,745,Decorative arts
2747014,1935744313,acbk,Mister Blue,12/9/11,1394,1/10/12,11/7/14,32,342,9,1758,1451,0,0,0,0,0,0,26,5,7,4,42,741,Drawing & drawings
2746419,031032033X,acbk,Protection for,12/10/11,1395,1/10/12,12/18/14,31,343,9,1757,1451,0,0,0,0,0,0,10,3,2,0,15,813,American fiction in English
2744871,316190330,jcbk,Yotsuba 10,12/12/11,1396,12/17/11,1/20/15,5,345,350,1755,1475,0,0,0,0,0,18,147,116,97,64,442,741,Drawing & drawings
2850388,1611453437,acbk,Big breasts wid,12/12/11,1397,11/9/12,11/22/14,333,345,313,1755,1147,0,0,0,0,0,0,18,36,12,6,72,741,Drawing & drawings
2773392,1598808877,acbk,Living abroad i,12/13/11,1398,3/24/12,1/2/15,102,346,83,1754,1377,0,0,0,0,0,0,10,7,17,7,41,919,"Geography of & travel in Australasia, Pacific Ocean islands, Atlantic Ocean islands, Arctic islands, Antarctica, & on extraterrestrial worlds"
2747289,199734593,acbk,In the field am,12/14/11,1399,12/28/11,9/30/14,14,347,361,1753,1464,0,0,0,0,0,2,23,5,2,2,34,598, Aves (Birds)
2771442,470638923,acbk,American gridlo,12/14/11,1400,3/14/12,2/27/13,91,347,73,1753,1387,0,0,0,0,0,0,12,2,0,0,14,330,Economics
2747305,226482472,acbk,Science on ice,12/15/11,1401,1/3/12,12/30/14,19,348,2,1752,1458,0,0,0,0,0,0,7,4,3,0,14,910,Geography & travel
2746387,1432825429,acbk,Family way a Lu,12/16/11,1402,1/26/12,9/30/13,41,349,25,1751,1435,0,0,0,0,0,0,36,6,0,0,42,813,American fiction in English
2749715,1440531986,acbk,Getting lucky,12/18/11,1403,12/19/11,10/31/13,1,351,352,1749,1473,0,0,0,0,0,3,19,1,0,2,25,741,Drawing & drawings
2771289,393073971,acbk,death of King A,12/19/11,1404,3/12/12,1/8/15,84,352,71,1748,1389,0,0,0,0,0,0,31,6,9,8,54,821,English Poetry
2743633,1596437200,jcbk,Zombie Tag,12/20/11,1405,2/7/12,12/30/14,49,353,37,1747,1423,0,0,0,0,0,0,35,28,15,12,90,745,Decorative arts
2745295,785158294,acbk,last of the inn,12/21/11,1406,1/4/12,12/16/14,14,354,3,1746,1457,0,0,0,0,0,0,77,42,22,16,157,741,Drawing & drawings
2794853,1612182054,acbk,Home by morning,12/24/11,1407,4/18/12,8/11/13,116,357,108,1743,1352,0,0,0,0,0,0,10,3,0,0,13,741,Drawing & drawings
2762287,1401310710,acbk,simple act of g,12/27/11,1408,2/26/12,1/17/15,61,360,56,1740,1404,0,0,0,0,0,0,28,24,22,13,87,179,Other ethical norms
2772447,1595828427,jcbk,Star Wars Episo,12/27/11,1409,4/5/12,12/14/14,100,360,95,1740,1365,0,0,0,0,0,0,74,57,5,5,141,741,Drawing & drawings
2750551,300178999,acbk,Vermeers women,12/28/11,1410,1/13/12,6/17/14,16,361,12,1739,1448,0,0,0,0,0,0,14,8,3,5,30,759," History, geographic treatment, biography"
2748261,1432825461,acbk,Winslow inciden,12/30/11,1411,2/9/12,1/27/14,41,363,39,1737,1421,0,0,0,0,0,0,26,6,1,0,33,630,Agriculture & related technologies
2850669,838911455,acbk,No shelf requir,12/30/11,1412,12/28/12,7/19/14,364,363,362,1737,1098,0,0,0,0,0,0,1,1,2,2,6,70,"Documentary media, educational media, news media; journalism; publishing"
2771807,083891120X,acbk,Pre post retire,12/31/11,1413,3/20/12,9/16/14,80,364,79,1736,1381,0,0,0,0,0,0,9,7,7,5,28,646," Sewing, clothing, management of personal and family life"
2771281,972973052,acbk,Bulb forcing fo,1/1/12,1414,4/3/12,8/11/14,93,0,93,1735,1367,0,0,0,0,0,0,17,13,6,6,42,935, Mesopotamia to 637 & Iranian Plateau to 637
2747294,1572249684,acbk,minds own physi,1/2/12,1415,1/7/12,12/27/14,5,1,6,1734,1454,0,0,0,0,0,0,52,27,31,20,130,294, Religions of Indic origin
2774073,316033243,jcbk,Immortal war,1/2/12,1416,4/11/12,11/7/14,100,1,101,1734,1359,0,0,0,0,0,0,29,25,10,6,70,613,Personal health & safety
