isbn,publishDate,publishOrder,bib,itemType,checkOutCount,minCheckOut,maxCheckOut,x_adoption,x_age,y_fullFrequency,y_partialFrequency,relative_age
785141049,12/16/09,803,2628807,acbk,168,1/4/10,10/29/14,19,1778,9.4488,9.5509,1445
1414334486,12/17/09,804,2626110,acbk,22,1/12/10,10/27/12,26,1045,2.1053,2.159,1446
881929557,12/18/09,805,2628730,acbk,147,1/15/10,1/21/15,28,1860,7.9032,8.024,1447
159979912X,12/19/09,806,2622930,acbk,37,1/29/10,8/6/14,41,1691,2.1881,2.2424,1448
785138390,12/23/09,807,2626825,acbk,160,1/9/10,12/30/14,17,1833,8.7289,8.8106,1452
1595142231,12/24/09,808,2624611,acbk,26,1/15/10,6/30/12,22,919,2.8292,2.8986,1453
1571103856,12/28/09,809,2632648,acbk,36,2/2/10,11/5/14,36,1773,2.0305,2.0725,1457
61583251,12/29/09,810,2624757,acbk,2895,1/12/10,1/4/15,14,1832,158.024,159.2409,1458
767925254,12/29/09,811,2664060,acbk,62,7/13/10,1/16/15,196,1844,3.3623,3.7621,1458
1606993070,12/30/09,812,2633093,acbk,55,2/3/10,12/18/14,35,1814,3.032,3.0916,1459
1596062991,12/31/09,813,2626385,acbk,254,2/3/10,1/5/15,34,1831,13.8722,14.1347,1460
310290767,1/2/10,814,2634498,acbk,51,2/12/10,11/17/14,41,1780,2.8652,2.9327,1462
760331774,1/3/10,815,2663010,acbk,22,6/30/10,10/7/13,178,1373,1.6023,1.841,1463
1586487442,1/5/10,816,2624747,acbk,48,1/15/10,3/19/14,10,1534,3.1291,3.1496,1465
7020083455,1/6/10,817,2801379,acbk,26,5/26/12,4/24/14,871,1569,1.6571,3.7249,1466
1603424725,1/6/10,818,2678955,acbk,22,10/13/10,9/24/14,280,1722,1.2776,1.5257,1466
295989653,1/8/10,819,2639492,acbk,15,3/17/10,10/11/14,68,1737,0.8636,0.8987,1468
751250098X,1/9/10,820,2773805,acbk,18,4/9/12,11/15/14,821,1771,1.0164,1.8947,1469
1926745043,1/11/10,821,2625984,acbk,50,1/19/10,10/14/14,8,1737,2.8785,2.8918,1471
849919665,1/12/10,822,2630117,acbk,30,1/24/10,12/29/14,12,1812,1.6556,1.6667,1472
841671419,1/15/10,823,2629688,jcbk,196,1/23/10,1/20/15,8,1831,10.7045,10.7515,1475
137015453,1/17/10,824,2636513,acbk,62,2/22/10,1/3/15,36,1812,3.4216,3.491,1477
547084595,1/18/10,825,2629269,jcbk,140,1/19/10,1/13/15,1,1821,7.6881,7.6923,1478
345511093,1/19/10,826,2625593,acbk,117,1/26/10,11/13/14,7,1759,6.6515,6.6781,1479
1421532204,1/19/10,827,2649816,acbk,79,4/24/10,9/19/14,95,1704,4.6362,4.9099,1479
881929603,1/23/10,828,2642388,acbk,40,3/18/10,1/13/15,54,1816,2.2026,2.2701,1483
974125180,1/24/10,829,2632475,acbk,5,4/6/10,11/30/10,72,310,1.6129,2.1008,1484
1934633852,1/29/10,830,2638540,acbk,124,3/1/10,8/8/14,31,1652,7.5061,7.6496,1489
1570758689,1/30/10,831,2639679,acbk,13,6/16/10,2/18/14,137,1480,0.8784,0.968,1490
3775724885,1/31/10,832,2662950,acbk,21,6/28/10,3/26/14,148,1515,1.3861,1.5362,1491
867196009,2/1/10,833,2628798,acbk,23,2/9/10,11/20/14,8,1753,1.312,1.3181,1492
1595824480,2/2/10,834,2631446,acbk,42,2/10/10,1/10/15,8,1803,2.3295,2.3398,1493
1568988699,2/3/10,835,2645562,acbk,20,4/7/10,5/11/13,63,1193,1.6764,1.7699,1494
345522397,2/5/10,836,2630032,acbk,145,2/10/10,10/27/14,5,1725,8.4058,8.4302,1496
031071494X,2/7/10,837,2620291,acbk,26,2/9/10,9/29/13,2,1330,1.9549,1.9578,1498
393042073,2/8/10,838,2615269,acbk,42,2/9/10,10/31/13,1,1361,3.086,3.0882,1499
811870006,2/10/10,839,2633767,acbk,42,2/12/10,6/13/14,2,1584,2.6515,2.6549,1501
9766500487,2/12/10,840,2632524,acbk,503,3/3/10,1/11/15,19,1794,28.0379,28.338,1503
8479537256,2/14/10,841,2650090,acbk,6,6/16/10,9/4/12,122,933,0.6431,0.7398,1505
819569305,2/15/10,842,2627366,acbk,5,5/29/10,6/5/14,103,1571,0.3183,0.3406,1506
1426205279,2/16/10,843,2641801,acbk,298,3/18/10,1/22/15,30,1801,16.5464,16.8267,1507
811875113,2/17/10,844,2648057,acbk,57,4/6/10,6/14/14,48,1578,3.6122,3.7255,1508
1606521071,2/18/10,845,2634122,acbk,144,2/25/10,1/17/15,7,1794,8.0268,8.0582,1509
8498013623,2/19/10,846,2669409,acbk,7,12/6/10,9/21/14,290,1675,0.4179,0.5054,1510
3791362844,2/20/10,847,2632633,acbk,36,4/28/10,11/1/14,67,1715,2.0991,2.1845,1511
691144893,2/21/10,848,2635511,acbk,69,3/5/10,12/23/13,12,1401,4.9251,4.9676,1512
1565234790,2/24/10,849,2642232,acbk,28,4/26/10,5/29/14,61,1555,1.8006,1.8742,1515
71738266,2/25/10,850,2627076,acbk,75,3/27/10,1/21/15,30,1791,4.1876,4.2589,1516
1413310974,2/26/10,851,2636510,acbk,65,4/5/10,5/17/14,38,1541,4.218,4.3247,1517
1603424628,2/27/10,852,2657854,acbk,167,6/11/10,1/17/15,104,1785,9.3557,9.9346,1518
1552775755,3/1/10,853,2838577,jcbk,2,11/3/12,7/14/14,978,1596,0.1253,0.3236,1520
1609050169,3/3/10,854,2715513,jcbk,448,5/2/11,1/14/15,425,1778,25.1969,33.1116,1522
8499170056,3/3/10,855,2661794,acbk,4,7/13/10,10/27/11,132,603,0.6633,0.8493,1522
1553658124,3/6/10,856,2737397,acbk,47,9/15/11,1/12/15,558,1773,2.6509,3.8683,1525
1856356345,3/8/10,857,2641315,acbk,13,4/30/10,11/27/13,53,1360,0.9559,0.9946,1527
762437561,3/9/10,858,2629695,jcbk,45,4/30/10,7/27/14,52,1601,2.8107,2.9051,1528
1582435804,3/10/10,859,2644374,acbk,40,3/25/10,9/27/14,15,1662,2.4067,2.4287,1529
470938994,3/11/10,860,2745126,acbk,30,12/6/11,11/21/14,635,1716,1.7483,2.7752,1530
310320364,3/13/10,861,2641318,acbk,38,3/28/10,7/7/14,15,1577,2.4096,2.4328,1532
1935234048,3/15/10,862,2767354,acbk,38,3/24/12,10/28/14,740,1688,2.2512,4.0084,1534
978881192,3/15/10,863,2645378,acbk,4,7/20/10,5/26/13,127,1168,0.3425,0.3842,1534
1605296864,3/16/10,864,2641359,acbk,133,3/20/10,9/17/14,4,1646,8.0802,8.0999,1535
1589795970,3/16/10,865,2723081,acbk,9,7/16/11,11/1/13,487,1326,0.6787,1.0727,1535
1410424812,3/17/10,866,2626652,acbk,29,4/6/10,8/12/14,20,1609,1.8024,1.825,1536
596806396,3/19/10,867,2614006,acbk,202,4/12/10,1/10/15,24,1758,11.4903,11.6494,1538
1401211550,3/23/10,868,2633097,acbk,85,4/3/10,12/16/14,11,1729,4.9161,4.9476,1542
316167088,3/24/10,869,2625626,acbk,89,3/28/10,1/4/15,4,1747,5.0944,5.1061,1543
7294700,3/25/10,870,2659256,acbk,17,10/7/10,9/13/12,196,903,1.8826,2.4045,1544
764334727,3/28/10,871,2641836,acbk,43,6/13/10,5/19/14,77,1513,2.842,2.9944,1547
307460681,3/30/10,872,2641331,acbk,127,4/3/10,12/26/14,4,1732,7.3326,7.3495,1549
034093560X,4/1/10,873,2633290,acbk,68,5/28/10,7/24/14,57,1575,4.3175,4.4796,1551
1847081754,4/1/10,874,2734362,acbk,30,9/21/11,9/2/14,538,1615,1.8576,2.7855,1551
1603424806,4/3/10,875,2657557,acbk,113,5/30/10,1/7/15,57,1740,6.4943,6.7142,1553
691146381,4/4/10,876,2644188,acbk,76,4/19/10,1/3/15,15,1735,4.3804,4.4186,1554
618746587,4/7/10,877,2628713,acbk,93,4/12/10,11/12/14,5,1680,5.5357,5.5522,1557
6074800413,4/10/10,878,2649837,acbk,19,4/17/10,5/3/14,7,1484,1.2803,1.2864,1560
1595547347,4/11/10,879,2653549,acbk,37,5/8/10,1/24/14,27,1384,2.6734,2.7266,1561
385751540,4/13/10,880,2640932,jcbk,147,4/18/10,1/18/15,5,1741,8.4434,8.4677,1563
547152442,4/14/10,881,2633714,acbk,112,4/22/10,1/22/15,8,1744,6.422,6.4516,1564
1934772925,4/15/10,882,2682716,acbk,11,12/10/10,7/31/14,239,1568,0.7015,0.8277,1565
9020985868,4/16/10,883,2682706,acbk,92,11/7/10,1/7/15,205,1727,5.3272,6.0447,1566
1598697838,4/18/10,884,2636738,acbk,43,5/10/10,11/18/14,22,1675,2.5672,2.6013,1568
088192931X,4/21/10,885,2644380,acbk,103,4/26/10,10/31/14,5,1654,6.2273,6.2462,1571
1845494237,4/21/10,886,2749771,acbk,20,1/9/12,3/6/14,628,1415,1.4134,2.5413,1571
762755326,4/23/10,887,2641982,acbk,63,4/29/10,1/20/15,6,1733,3.6353,3.6479,1573
8479537302,4/25/10,888,2661779,acbk,11,7/10/10,12/7/13,76,1322,0.8321,0.8828,1575
1589944232,4/27/10,889,2644618,acbk,25,9/16/10,7/30/14,142,1555,1.6077,1.7693,1577
014241056X,4/29/10,890,2618729,acbk,55,5/3/10,1/4/14,4,1346,4.0862,4.0984,1579
575084979,5/1/10,891,2646544,acbk,42,7/29/10,10/26/14,89,1639,2.5625,2.7097,1581
849946506,5/2/10,892,2646031,acbk,28,5/13/10,4/2/14,11,1431,1.9567,1.9718,1582
1409113620,5/4/10,893,2629739,jcbk,7,7/10/10,6/19/11,67,411,1.7032,2.0349,1584
1856356299,5/5/10,894,2648072,acbk,117,5/26/10,11/12/14,21,1652,7.0823,7.1735,1585
1594148570,5/7/10,895,2645372,acbk,83,5/15/10,9/22/14,8,1599,5.1907,5.2168,1587
785140646,5/12/10,896,2630386,acbk,146,5/19/10,11/13/14,7,1646,8.87,8.9079,1592
385528000,5/18/10,897,2641793,acbk,147,5/24/10,1/13/15,6,1701,8.642,8.6726,1598
674050517,5/21/10,898,2649459,acbk,24,5/24/10,7/23/11,3,428,5.6075,5.6471,1601
080783341X,5/22/10,899,2682718,acbk,5,11/19/10,8/23/13,181,1189,0.4205,0.496,1602
144030890X,5/23/10,900,2657168,acbk,37,6/15/10,8/11/14,23,1541,2.401,2.4374,1603
1616081694,5/24/10,901,2859110,acbk,7,12/27/12,7/31/14,948,1529,0.4578,1.2048,1604
1596434759,5/25/10,902,2656266,jcbk,73,5/30/10,11/30/14,5,1650,4.4242,4.4377,1605
143064916,5/26/10,903,2710823,acbk,7,4/11/11,12/27/14,320,1676,0.4177,0.5162,1606
448450801,5/27/10,904,2564518,jcbk,47,7/3/10,11/14/13,37,1267,3.7096,3.8211,1607
802119441,6/1/10,905,2638669,acbk,178,6/8/10,1/11/15,7,1685,10.5638,10.6079,1612
231145209,6/1/10,906,2771591,acbk,8,3/15/12,11/4/14,653,1617,0.4947,0.8299,1612
031612558X,6/5/10,907,2661895,acbk,669,6/10/10,1/21/15,5,1691,39.5624,39.6797,1616
61774464,6/8/10,908,2657420,acbk,131,6/17/10,12/17/14,9,1653,7.925,7.9684,1619
785136819,6/9/10,909,2633423,acbk,209,6/18/10,12/30/14,9,1665,12.5526,12.6208,1620
670021849,6/10/10,910,2639673,acbk,123,6/12/10,11/15/14,2,1619,7.5973,7.6067,1621
1616080337,6/12/10,911,2681229,jcbk,149,10/22/10,1/13/15,132,1676,8.8902,9.6503,1623
140122332X,6/15/10,912,2640892,acbk,228,7/1/10,12/16/14,16,1645,13.8602,13.9963,1626
785134794,6/16/10,913,2576098,acbk,145,6/25/10,1/21/15,9,1680,8.631,8.6774,1627
446556556,6/17/10,914,2656309,acbk,34,6/18/10,12/30/12,1,927,3.6677,3.6717,1628
789742845,6/18/10,915,2636789,acbk,153,7/19/10,9/17/14,31,1552,9.8582,10.0592,1629
1605980978,6/19/10,916,2662871,acbk,58,6/20/10,11/19/14,1,1614,3.5936,3.5958,1630
1590513223,6/22/10,917,2653547,acbk,34,6/24/10,8/10/14,2,1510,2.2517,2.2546,1633
075666277X,7/5/10,918,2639935,jcbk,634,7/22/10,1/17/15,17,1657,38.2619,38.6585,1646
1607100908,7/6/10,919,2642216,acbk,61,7/8/10,8/22/14,2,1508,4.0451,4.0505,1647
1590173406,7/6/10,920,2660008,acbk,63,7/17/10,1/5/15,11,1644,3.8321,3.8579,1647
525951741,7/8/10,921,2641235,acbk,168,7/10/10,12/29/14,2,1635,10.2752,10.2878,1649
321687299,7/11/10,922,2671626,acbk,228,9/22/10,1/20/15,73,1654,13.7848,14.4213,1652
1440213623,7/12/10,923,2641942,acbk,4,5/2/11,3/6/14,294,1333,0.3001,0.385,1653
1861895186,7/15/10,924,2630150,acbk,15,7/27/10,11/2/14,12,1571,0.9548,0.9622,1656
1605509876,7/18/10,925,2641967,acbk,83,9/8/10,11/8/14,52,1574,5.2732,5.4534,1659
316075426,7/19/10,926,2661687,acbk,137,7/22/10,12/12/14,3,1607,8.5252,8.5411,1660
1741756944,7/20/10,927,2679501,acbk,17,11/27/10,6/30/14,130,1441,1.1797,1.2967,1661
1741757827,7/21/10,928,2687507,acbk,17,12/16/10,4/18/14,148,1367,1.2436,1.3946,1662
670021830,7/22/10,929,2657417,acbk,70,7/25/10,12/27/14,3,1619,4.3237,4.3317,1663
1603425438,7/23/10,930,2671103,acbk,150,8/22/10,1/17/15,30,1639,9.1519,9.3226,1664
1401921515,7/25/10,931,2695366,acbk,81,1/16/11,11/8/14,175,1567,5.1691,5.819,1666
385529112,7/27/10,932,2670825,acbk,70,8/21/10,1/21/15,25,1639,4.2709,4.3371,1668
1597972118,7/31/10,933,2658165,acbk,27,8/4/10,8/12/14,4,1473,1.833,1.838,1672
4103018739,8/1/10,934,2723698,acbk,43,9/10/11,7/19/14,405,1448,2.9696,4.1227,1673
1846686792,8/1/10,935,2669756,acbk,20,9/19/10,2/21/14,49,1300,1.5385,1.5987,1673
1595143785,8/3/10,936,2732107,acbk,47,8/11/11,12/20/14,373,1600,2.9375,3.8305,1675
1590513355,8/3/10,937,2671177,acbk,24,8/28/10,12/23/13,25,1238,1.9386,1.9786,1675
081441589X,8/4/10,938,2655875,acbk,32,8/21/10,1/17/15,17,1627,1.9668,1.9876,1676
1595141650,8/5/10,939,2675593,acbk,38,10/18/10,6/17/13,74,1047,3.6294,3.9054,1677
1846686873,8/6/10,940,2682732,acbk,14,11/3/10,6/16/14,89,1410,0.9929,1.0598,1678
962217812X,8/7/10,941,2653011,acbk,53,8/13/10,11/26/14,6,1572,3.3715,3.3844,1679
691147957,8/8/10,942,2662959,acbk,8,9/18/10,7/7/14,41,1429,0.5598,0.5764,1680
031604119X,8/11/10,943,2672349,acbk,50,8/25/10,9/19/14,14,1500,3.3333,3.3647,1683
749929456,8/12/10,944,2636763,acbk,44,9/20/10,11/10/14,39,1551,2.8369,2.9101,1684
310719127,8/14/10,945,2688998,jcbk,74,1/10/11,1/17/15,149,1617,4.5764,5.0409,1686
231144121,8/22/10,946,2673240,acbk,20,9/17/10,6/7/14,26,1385,1.444,1.4717,1694
737748737,8/23/10,947,2728432,acbk,9,9/19/11,8/4/14,392,1442,0.6241,0.8571,1695
9749511913,8/27/10,948,2674141,acbk,16,10/6/10,2/22/14,40,1275,1.2549,1.2955,1699
1587299046,8/28/10,949,2670015,acbk,17,8/29/10,10/10/13,1,1139,1.4925,1.4938,1700
1404187804,8/29/10,950,2673636,acbk,76,9/7/10,1/16/15,9,1601,4.747,4.7739,1701
1432940805,9/1/10,951,2744130,jcbk,34,12/29/11,12/16/14,484,1567,2.1698,3.1394,1704
1592405762,9/2/10,952,2652597,acbk,51,9/13/10,7/6/14,11,1403,3.6351,3.6638,1705
1605981079,9/4/10,953,2670726,acbk,30,9/15/10,11/14/14,11,1532,1.9582,1.9724,1707
838910459,9/6/10,954,2714426,acbk,14,5/22/11,3/26/14,258,1297,1.0794,1.3474,1709
1400066093,9/7/10,955,2663130,acbk,87,9/18/10,1/21/15,11,1597,5.4477,5.4855,1710
1581154569,9/7/10,956,2678913,acbk,29,10/19/10,1/7/15,42,1583,1.832,1.8819,1710
849920698,9/12/10,957,2670244,acbk,61,9/27/10,10/15/14,15,1494,4.083,4.1244,1715
61765287,9/14/10,958,2658604,jcbk,235,10/21/10,1/14/15,37,1583,14.8452,15.2005,1717
1933895144,9/16/10,959,2636793,acbk,216,9/26/10,12/16/14,10,1552,13.9175,14.0078,1719
142050262X,9/17/10,960,2740830,acbk,15,7/23/12,1/7/15,675,1573,0.9536,1.6704,1720
9814307912,9/21/10,961,2739476,acbk,3,11/18/11,12/22/12,423,823,0.3645,0.75,1724
745962106,9/24/10,962,2742088,jcbk,83,11/10/11,1/12/15,412,1571,5.2833,7.1613,1727
1597267325,9/24/10,963,2676568,acbk,34,10/9/10,11/16/14,15,1514,2.2457,2.2682,1727
310708907,9/26/10,964,2681509,jcbk,55,11/2/10,12/28/14,37,1554,3.5393,3.6256,1729
143545717X,9/30/10,965,2745317,acbk,35,12/16/11,1/8/15,442,1561,2.2422,3.1278,1733
077872137X,10/1/10,966,2715318,acbk,17,6/10/11,12/17/14,252,1538,1.1053,1.3219,1734
160714655X,10/5/10,967,2714700,acbk,172,4/27/11,1/18/15,204,1566,10.9834,12.6285,1738
1402771231,10/5/10,968,2673198,acbk,69,10/24/10,11/18/14,19,1505,4.5847,4.6433,1738
007171801X,10/8/10,969,2728196,acbk,97,8/26/11,9/25/14,322,1448,6.6989,8.6146,1741
310714869,10/9/10,970,2683744,acbk,15,2/22/11,12/26/14,136,1539,0.9747,1.0691,1742
1402240597,10/10/10,971,2669093,jcbk,129,10/26/10,11/12/14,16,1494,8.6345,8.728,1743
955942624,10/10/10,972,2738271,acbk,5,11/13/11,2/18/14,399,1227,0.4075,0.6039,1743
374128952,10/11/10,973,2663117,acbk,141,10/18/10,1/12/15,7,1554,9.0734,9.1144,1744
385735618,10/12/10,974,2624851,acbk,101,10/27/10,6/1/14,15,1328,7.6054,7.6923,1745
1592404790,10/14/10,975,2622507,acbk,118,10/20/10,11/20/14,6,1498,7.8772,7.9088,1747
8492691492,10/15/10,976,2715010,jcbk,27,6/14/11,12/26/14,242,1533,1.7613,2.0914,1748
761449604,10/15/10,977,2714418,acbk,8,6/12/12,8/22/14,606,1407,0.5686,0.9988,1748
151014434,10/21/10,978,2661710,acbk,111,10/24/10,9/11/14,3,1421,7.8114,7.8279,1754
1410428575,10/22/10,979,2678995,acbk,25,10/26/10,7/9/13,4,991,2.5227,2.5329,1755
310717892,10/23/10,980,2665788,acbk,21,11/7/10,3/17/13,15,876,2.3973,2.439,1756
761157476,10/24/10,981,2681749,jcbk,48,11/3/10,12/19/14,10,1517,3.1641,3.1851,1757
735645205,10/25/10,982,2673904,acbk,70,11/29/10,12/15/14,35,1512,4.6296,4.7393,1758
047067895X,10/26/10,983,2750522,acbk,36,1/29/12,1/13/15,460,1540,2.3377,3.3333,1759
321749588,10/29/10,984,2730755,acbk,87,8/24/11,1/12/15,299,1536,5.6641,7.0331,1762
295990643,10/29/10,985,2674134,acbk,22,12/28/10,8/24/14,60,1395,1.5771,1.6479,1762
810152118,10/30/10,986,2678880,acbk,28,10/31/10,7/19/14,1,1358,2.0619,2.0634,1763
758242522,11/1/10,987,2743663,acbk,30,12/11/11,9/12/14,405,1411,2.1262,2.9821,1765
1604138025,11/1/10,988,2714442,acbk,30,5/22/11,10/8/14,202,1437,2.0877,2.4291,1765
199742669,11/5/10,989,2714958,acbk,19,5/9/11,7/15/14,185,1348,1.4095,1.6337,1769
786448865,11/8/10,990,2728641,acbk,3,11/19/11,10/26/14,376,1448,0.2072,0.2799,1772
470767774,11/9/10,991,2771469,acbk,3,4/24/12,8/3/12,532,633,0.4739,2.9703,1773
1598845659,11/10/10,992,2715136,acbk,8,2/2/12,9/13/14,449,1403,0.5702,0.8386,1774
1592405711,11/11/10,993,2666721,acbk,50,12/7/10,9/25/14,26,1414,3.5361,3.6023,1775
763779814,11/11/10,994,2682197,acbk,3,11/26/11,9/16/13,380,1040,0.2885,0.4545,1775
1579653979,11/12/10,995,2685670,acbk,300,11/21/10,12/29/14,9,1508,19.8939,20.0133,1776
801449340,11/12/10,996,2722974,acbk,3,8/17/11,11/21/11,278,374,0.8021,3.125,1776
738581453,11/15/10,997,2670397,acbk,50,12/20/10,1/21/15,35,1528,3.2723,3.349,1779
8420406619,11/17/10,998,2717500,acbk,10,6/30/11,8/6/14,225,1358,0.7364,0.8826,1781
142050326X,11/19/10,999,2730949,acbk,23,11/13/11,11/2/14,359,1444,1.5928,2.1198,1783
802853773,11/19/10,1000,2687111,acbk,9,1/7/11,12/23/13,49,1130,0.7965,0.8326,1783
1605540242,11/23/10,1001,2744217,jcbk,28,2/24/12,11/10/14,458,1448,1.9337,2.8283,1787
814776558,11/24/10,1002,2676633,acbk,49,1/15/11,5/30/14,52,1283,3.8192,3.9805,1788
737749245,11/24/10,1003,2714446,acbk,9,6/20/11,8/3/14,208,1348,0.6677,0.7895,1788
1401230857,11/26/10,1004,2716037,acbk,221,5/17/11,1/10/15,172,1506,14.6746,16.5667,1790
1603425772,11/27/10,1005,2687172,acbk,76,12/9/10,1/13/15,12,1508,5.0398,5.0802,1791
766031969,12/1/10,1006,2808402,jcbk,63,8/10/12,1/8/15,618,1499,4.2028,7.151,1795
814416136,12/1/10,1007,2715282,acbk,17,5/10/11,12/5/14,160,1465,1.1604,1.3027,1795
470604549,12/3/10,1008,2718183,acbk,41,5/31/11,10/13/13,179,1045,3.9234,4.7344,1797
1603425837,12/3/10,1009,2678956,acbk,11,12/16/10,6/24/14,13,1299,0.8468,0.8554,1797
1857883861,12/7/10,1010,2801225,acbk,120,5/10/12,1/7/15,520,1492,8.0429,12.3457,1801
1589808568,12/7/10,1011,2716862,acbk,34,5/23/11,1/15/15,167,1500,2.2667,2.5506,1801
1593787596,12/7/10,1012,2733489,acbk,32,10/6/11,1/22/15,303,1507,2.1234,2.6578,1801
080189798X,12/8/10,1013,2722984,acbk,26,7/9/11,10/4/14,213,1396,1.8625,2.1978,1802
470498986,12/9/10,1014,2731473,acbk,94,9/6/11,1/2/15,271,1485,6.33,7.743,1803
007170311X,12/9/10,1015,2749789,acbk,7,2/1/12,11/20/14,419,1442,0.4854,0.6843,1803
1439902135,12/10/10,1016,2771447,acbk,34,4/3/12,8/25/14,480,1354,2.5111,3.8902,1804
71628347,12/10/10,1017,2721557,acbk,24,10/9/11,10/2/14,303,1392,1.7241,2.2039,1804
1849051143,12/15/10,1018,2716940,jcbk,17,6/21/11,10/26/13,188,1046,1.6252,1.9814,1809
1601521383,12/15/10,1019,2746478,acbk,7,1/28/12,10/20/13,409,1040,0.6731,1.1094,1809
1844767590,12/16/10,1020,2652347,acbk,43,12/29/10,10/25/14,13,1409,3.0518,3.0802,1810
1591588286,12/16/10,1021,2715129,acbk,18,5/17/11,1/26/14,152,1137,1.5831,1.8274,1810
737749652,12/17/10,1022,2714434,acbk,3,5/26/11,8/22/13,160,979,0.3064,0.3663,1811
1440507465,12/18/10,1023,2740213,acbk,53,10/24/11,12/23/14,310,1466,3.6153,4.5848,1812
310319951,12/19/10,1024,2687454,acbk,50,1/14/11,11/28/14,26,1440,3.4722,3.5361,1813
1601631332,12/20/10,1025,2700043,acbk,132,2/4/11,1/13/15,46,1485,8.8889,9.173,1814
1616512768,12/20/10,1026,2747456,acbk,6,1/24/12,10/1/13,400,1016,0.5906,0.974,1814
1580115128,12/21/10,1027,2726244,acbk,103,7/22/11,12/16/14,213,1456,7.0742,8.2864,1815
321749596,12/22/10,1028,2771490,acbk,38,3/23/12,1/11/15,457,1481,2.5658,3.7109,1816
737750049,12/22/10,1029,2737686,acbk,16,11/12/11,11/21/14,325,1430,1.1189,1.448,1816
295990775,12/24/10,1030,2843546,acbk,3,10/16/12,5/22/14,662,1245,0.241,0.5146,1818
1427820112,12/28/10,1031,2716053,acbk,94,5/18/11,1/21/15,141,1485,6.33,6.994,1822
446561746,12/29/10,1032,2670247,acbk,98,1/10/11,12/17/14,12,1449,6.7633,6.8198,1823
545215897,1/1/11,1033,2713935,jcbk,289,6/1/11,1/22/15,151,1482,19.5007,21.713,1826
1606840541,1/1/11,1034,2743636,jcbk,65,12/12/11,1/22/15,345,1482,4.386,5.7168,1826
9814295728,1/3/11,1035,2722953,acbk,8,9/13/11,8/18/14,253,1323,0.6047,0.7477,1828
1935164996,1/3/11,1036,2740299,acbk,8,12/3/11,9/21/14,334,1357,0.5895,0.782,1828
1442417196,1/4/11,1037,2714017,jcbk,22,5/11/11,9/11/14,127,1346,1.6345,1.8048,1829
737748931,1/4/11,1038,2744942,acbk,8,2/6/12,6/30/14,398,1273,0.6284,0.9143,1829
7806886443,1/5/11,1039,2806609,acbk,11,7/2/12,11/13/13,544,1043,1.0547,2.2044,1830
448455536,1/6/11,1040,2713946,jcbk,94,5/23/11,7/15/13,137,921,10.2063,11.9898,1831
1585428515,1/6/11,1041,2700373,acbk,89,2/5/11,1/14/15,30,1469,6.0585,6.1849,1831
737749873,1/7/11,1042,2714443,acbk,11,5/24/11,6/12/14,137,1252,0.8786,0.9865,1832
7214048205,1/8/11,1043,2674449,acbk,32,6/13/11,7/30/14,156,1299,2.4634,2.7997,1833
738721301,1/8/11,1044,2715313,acbk,10,6/5/11,7/29/13,148,933,1.0718,1.2739,1833
7508616782,1/9/11,1045,2758150,acbk,25,4/24/12,1/10/15,471,1462,1.71,2.5227,1834
7508629744,1/10/11,1046,2815513,acbk,20,9/15/12,1/6/15,614,1457,1.3727,2.3725,1835
1426307578,1/11/11,1047,2746572,jcbk,223,1/28/12,1/9/15,382,1459,15.2844,20.7057,1836
1556439288,1/11/11,1048,2715263,acbk,71,5/14/11,1/21/15,123,1471,4.8266,5.2671,1836
7506356678,1/12/11,1049,2801111,acbk,24,5/23/12,12/26/14,497,1444,1.662,2.5343,1837
199580375,1/14/11,1050,2750535,acbk,8,1/15/12,7/15/14,366,1278,0.626,0.8772,1839
1442206098,1/16/11,1051,2718495,acbk,26,6/2/11,12/29/14,137,1443,1.8018,1.9908,1841
1573447579,1/17/11,1052,2758404,acbk,41,2/13/12,9/4/14,392,1326,3.092,4.3897,1842
1862058431,1/17/11,1053,2692328,acbk,36,3/25/11,11/19/14,67,1402,2.5678,2.6966,1842
300153058,1/17/11,1054,2724274,acbk,13,7/14/11,7/5/13,178,900,1.4444,1.8006,1842
1595826629,1/18/11,1055,2762337,acbk,36,2/24/12,12/27/14,402,1439,2.5017,3.4716,1843
520265459,1/19/11,1056,2722962,acbk,48,7/13/11,12/16/14,175,1427,3.3637,3.8339,1844
578071991,1/20/11,1057,2726218,jcbk,70,8/17/11,12/30/14,209,1440,4.8611,5.6864,1845
547237448,1/21/11,1058,2673570,acbk,462,1/31/11,1/17/15,10,1457,31.709,31.9281,1846
745961703,1/21/11,1059,2746551,jcbk,187,1/7/12,12/17/14,351,1426,13.1136,17.3953,1846
470548673,1/21/11,1060,2715248,acbk,73,5/11/11,12/31/14,110,1440,5.0694,5.4887,1846
691140685,1/23/11,1061,2714950,acbk,32,5/7/11,11/13/14,104,1390,2.3022,2.4883,1848
316053724,1/24/11,1062,2678826,acbk,301,1/31/11,1/11/15,7,1448,20.7873,20.8883,1849
1414309228,1/24/11,1063,2741476,acbk,41,11/8/11,3/29/14,288,1160,3.5345,4.7018,1849
1606841181,1/25/11,1064,2750615,jcbk,60,2/16/12,11/18/14,387,1393,4.3073,5.9642,1850
785148728,1/26/11,1065,2732735,acbk,214,8/18/11,11/22/14,204,1396,15.3295,17.953,1851
1440213690,1/27/11,1066,2749375,acbk,52,2/3/12,1/17/15,372,1451,3.5837,4.8193,1852
