isbn,publishDate,publishOrder,bib,itemType,checkOutCount,minCheckOut,maxCheckOut,x_adoption,x_age,y_fullFrequency,y_partialFrequency,relative_age
321820800,8/25/12,1590,2856904,acbk,13,12/19/12,7/23/14,116,697,1.8651,2.2375,2428
1616088621,9/1/12,1591,2841803,acbk,23,9/18/12,9/10/14,17,739,3.1123,3.1856,2435
1616516690,9/1/12,1592,2820262,acbk,14,10/12/12,1/11/14,41,497,2.8169,3.0702,2435
756697700,9/3/12,1593,2811578,jcbk,32,10/3/12,10/7/14,30,764,4.1885,4.3597,2437
1118095006,9/4/12,1594,2820717,acbk,9,10/10/12,1/21/14,36,504,1.7857,1.9231,2438
199603499,9/6/12,1595,2844168,acbk,38,10/8/12,11/19/14,32,804,4.7264,4.9223,2440
1846270529,9/7/12,1596,2861765,acbk,14,1/2/13,11/9/14,117,793,1.7654,2.071,2441
738733369,9/8/12,1597,2832051,acbk,15,10/3/12,1/18/15,25,862,1.7401,1.7921,2442
1118337662,9/19/12,1598,2833167,acbk,61,10/10/12,1/13/15,21,846,7.2104,7.3939,2453
1600069525,9/20/12,1599,2806553,acbk,2,11/10/12,11/13/12,51,54,3.7037,66.6667,2454
1936747529,10/9/12,1600,2830613,acbk,15,10/24/12,7/22/14,15,651,2.3041,2.3585,2473
1612183964,10/16/12,1601,2855925,acbk,23,12/4/12,8/30/14,49,683,3.3675,3.6278,2480
1600609007,10/20/12,1602,2845008,jcbk,19,11/2/12,11/21/14,13,762,2.4934,2.5367,2484
160443063X,10/31/12,1603,2833249,acbk,23,12/7/12,10/16/14,37,715,3.2168,3.3923,2495
804842485,11/10/12,1604,2844135,acbk,9,12/6/12,11/21/14,26,741,1.2146,1.2587,2505
814767699,11/11/12,1605,2853368,acbk,9,12/9/12,4/12/13,28,152,5.9211,7.2581,2506
983868336,11/29/12,1606,2853296,acbk,19,12/15/12,6/21/14,16,569,3.3392,3.4358,2524
819571288,12/3/12,1607,2850017,acbk,8,12/22/12,4/19/14,19,502,1.5936,1.6563,2528
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
